INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../rx_src/receiver.cpp in debug mode
0.0010295 0.00076498 0.00132394 0.012494 -0.00285646 0.0173395 0.0204803 0.00359142 0.00203137 0.0131752 -0.0406898 -0.0235484 -0.0484934 -0.0516912 -0.0483752 0.00749823 -0.0366767 0.0954812 -0.0385587 0.0487409 -0.0282194 0.0236526 0.103299 0.0325023 0.0975004 0.028584 0.0495922 -0.00606702 -0.0217285 -0.00209565 0.0379109 -0.0542183 0.0377576 -0.0971544 -0.0926124 -0.148945 0.0728583 -0.0673137 0.115605 -0.0966529 0.0640783 -0.0526865 0.112165 0.00227615 0.000209026 0.00465277 0.0273399 -0.147691 0.0462477 -0.083287 0.00958544 -0.0251334 -0.00117833 0.00675387 0.0317945 0.0188638 0.124665 -0.00274961 0.150206 0.052386 0.100225 -0.0539519 -0.0470165 0.0343344 
-5.46024e-05 0.000861416 0.0010233 0.000943589 0.0116656 0.00135684 0.0129628 0.021736 0.00793073 -0.00299925 0.0108203 -0.0341849 -0.022961 -0.0556486 -0.033865 -0.0436266 0.011835 -0.0679245 0.0591841 -0.0352867 0.0535238 0.0157305 0.00307363 0.095657 0.0456854 0.0971446 0.0324393 0.0678468 0.0201974 -0.00366216 0.0045464 0.0277179 -0.0709288 0.0262577 -0.0949039 -0.0630377 -0.124521 0.0339982 -0.0814669 0.0924549 -0.133903 0.0577601 -0.0240175 0.0978935 0.0220254 -0.0367483 -0.0137182 0.0640366 -0.12724 0.0547159 -0.0999322 -0.0102661 0.0097859 -0.0163636 0.00688412 0.0458173 0.00653244 0.151396 -0.00339356 0.129319 0.0635524 0.102536 -0.00622228 -0.0456985 
0.00196463 0.00268994 0.0019544 0.0198202 0.00273193 0.010732 0.0216939 0.0213087 -0.0115223 -0.00685616 -0.0146235 0.00300676 -0.0118046 -0.0458297 -0.0914422 -0.0489033 -0.0366011 0.0574516 -0.0505263 0.0750308 -0.0257521 0.00373365 0.0504236 0.0219882 0.0903843 0.0489633 0.083318 0.0158236 0.0366472 0.00189869 0.0105147 0.0192773 0.0582115 -0.0518367 0.0513836 -0.150884 -0.0729599 -0.0933585 0.0479681 -0.0592115 0.148796 -0.114903 0.0426847 -0.002278 0.0703862 0.0651549 -0.0226783 -0.057218 0.0589288 -0.13096 0.0517898 -0.0767313 -0.043292 0.0176709 -0.0213816 0.00623255 0.0549778 -0.00449355 0.133767 0.00756967 0.1161 0.0641994 0.0594639 -0.00753324 
-0.00151985 -0.000102154 0.00174282 -0.012727 0.0189586 0.00193408 -0.00360346 0.0163388 0.0469084 0.00426475 0.00147097 -0.00639982 -0.0154257 0.00701214 -0.0328847 -0.083008 -0.0573314 -0.049211 0.0575508 -0.0781902 0.0678903 -0.00471009 -0.0202005 0.0434347 0.0225281 0.0832956 0.061967 0.0870382 0.02756 0.0439079 -0.00320747 0.00504625 0.0135682 0.0510545 -0.0786765 0.072406 -0.141971 -0.0817365 -0.0920324 0.0313191 -0.0828325 0.130578 -0.11369 0.0319198 0.0183336 0.0528544 0.062521 -0.010081 -0.0531818 0.0574703 -0.1256 0.0408508 -0.0669984 -0.0524074 0.0240412 -0.0390278 0.00216612 0.0503708 0.00912708 0.142721 0.0119448 0.113862 0.0790691 0.0641282 
0.00118296 0.000127114 0.000191041 0.01327 -0.0118841 0.0135744 0.0185727 -0.00732562 -0.0123491 0.0345159 0.00747475 -0.0292926 0.00842581 -0.01351 0.00310015 -0.0401148 -0.0782686 -0.0455415 0.00011573 0.122792 -0.0868026 -0.00309067 0.0561632 -0.0212062 0.0193095 0.0455233 0.055056 0.0429834 0.0522514 -0.00246663 0.0103098 0.00584959 -0.00856867 0.0220495 0.088559 -0.0927528 -0.00367926 -0.0853505 -0.0871554 -0.0214767 0.0772114 -0.0419826 0.0897923 -0.0878666 -0.0349362 0.0747938 0.0735739 0.0311654 -0.0679092 -0.0603578 0.0889563 -0.0911688 -0.00260514 -0.0100479 -0.0653625 0.0620757 -0.0135572 -0.0198092 0.0420878 -0.00221017 0.131004 0.0134625 0.0409272 0.0586359 
-0.000148241 0.000927396 6.22876e-05 -0.00105562 0.0126518 -0.0114673 0.0117621 0.0151704 -0.006479 -0.0156813 0.0378895 0.000767412 -0.0298443 0.0124666 0.00563659 0.00743629 -0.0380045 -0.104196 -0.0503763 0.0235927 0.119216 -0.0768077 5.75371e-06 0.0454872 -0.0223432 0.0272149 0.0405354 0.0623222 0.0522301 0.0555623 -0.0170915 0.00408144 -0.0176298 -0.0170382 0.0306827 0.115872 -0.107677 -0.0113494 -0.0993698 -0.0776209 -0.0401162 0.0847565 -0.0385716 0.0862444 -0.0959505 -0.0450994 0.0693211 0.0933418 0.0202597 -0.0649583 -0.0558164 0.0856057 -0.0805444 0.0101401 -0.0137565 -0.0421627 0.0633941 -0.004516 -0.0181288 0.0229236 0.00275848 0.132473 0.0224653 0.0338462 
ghatI 0.798015
ghatI 0.000447566
ghatI -1.51564
ghatI -0.268089
ghatI -0.958598
ghatI 0.143669
ghatI -0.410583
ghatI 0.256968
ghatI -0.399644
ghatI -0.105833
ghatI -0.884334
ghatI 0.665258
ghatI -0.130849
ghatI 0.644225
ghatI 0.0380005
ghatI 0.383084
ghatI -0.066011
ghatI 0.243647
ghatI -0.0144892
ghatI 0.438821
ghatI -0.32397
ghatI 0.340837
ghatI -0.629632
ghatI 0.0335781
ghatI -0.523044
ghatI -0.161415
ghatI -0.634011
ghatI -0.177056
ghatI -0.476531
ghatI -0.412097
ghatI -0.423183
ghatI -0.471928
equalized_symbolsI -0.054125
equalized_symbolsI 0.499755
equalized_symbolsI -0.268823
equalized_symbolsI -0.425616
equalized_symbolsI 2.1889
equalized_symbolsI 0.401791
equalized_symbolsI -1.33356
equalized_symbolsI 0.0860692
equalized_symbolsI 0.0756415
equalized_symbolsI -2.57483
equalized_symbolsI -0.971171
equalized_symbolsI -0.00107628
equalized_symbolsI 1.39567
equalized_symbolsI -1.53713
equalized_symbolsI 1.1433
equalized_symbolsI -0.554995
equalized_symbolsI -0.538989
equalized_symbolsI -0.56995
equalized_symbolsI -0.485781
equalized_symbolsI 0.681479
equalized_symbolsI 0.570858
equalized_symbolsI 0.419563
equalized_symbolsI 0.253518
equalized_symbolsI 0.343667
equalized_symbolsI -0.485162
equalized_symbolsI 0.157252
equalized_symbolsI -1.35973
equalized_symbolsI 0.863321
equalized_symbolsI 1.53336
equalized_symbolsI -0.396481
equalized_symbolsI 0.416992
equalized_symbolsI -0.829112
equalized_symbolsI -1.07131
equalized_symbolsI -0.155514
equalized_symbolsI -0.715925
equalized_symbolsI 0.0446899
equalized_symbolsI -1.17706
equalized_symbolsI 0.199514
equalized_symbolsI -0.450598
equalized_symbolsI -0.45528
equalized_symbolsI -2.26273
equalized_symbolsI 0.157024
equalized_symbolsI 0.731748
equalized_symbolsI -0.347648
equalized_symbolsI -0.626683
equalized_symbolsI 0.402965
equalized_symbolsI -0.401365
equalized_symbolsI -0.735385
equalized_symbolsI 1.01681
equalized_symbolsI 0.959546
equalized_symbolsI -0.901265
equalized_symbolsI 1.4125
equalized_symbolsI 1.11321
equalized_symbolsI -1.03364
equalized_symbolsI -1.14506
equalized_symbolsI -1.32579
equalized_symbolsI -0.658808
equalized_symbolsI -1.94888
equalized_symbolsI 0.206635
equalized_symbolsI -0.851303
equalized_symbolsI 0.815636
equalized_symbolsI -3.47316
equalized_symbolsI 0.130562
equalized_symbolsI -0.354285
equalized_symbolsI -0.315783
equalized_symbolsI -1.67333
equalized_symbolsI 0.449885
equalized_symbolsI 0.660197
equalized_symbolsI 1.24798
equalized_symbolsI -0.350747
equalized_symbolsI -1.31333
equalized_symbolsI 0.082268
equalized_symbolsI 0.914216
equalized_symbolsI -1.11373
equalized_symbolsI 1.43874
equalized_symbolsI 1.24201
equalized_symbolsI -0.671038
equalized_symbolsI -0.0569405
equalized_symbolsI 0.596673
equalized_symbolsI 0.103544
equalized_symbolsI -0.219055
equalized_symbolsI -0.0942627
equalized_symbolsI -2.94955
equalized_symbolsI 0.0364189
equalized_symbolsI 0.126101
equalized_symbolsI 0.950781
equalized_symbolsI 0.809464
equalized_symbolsI -0.484337
equalized_symbolsI -1.45978
equalized_symbolsI -0.229721
equalized_symbolsI 0.405107
equalized_symbolsI 0.99595
equalized_symbolsI 0.242041
equalized_symbolsI -0.230171
equalized_symbolsI -0.109212
equalized_symbolsI 1.23088
equalized_symbolsI -1.02759
equalized_symbolsI 0.5147
equalized_symbolsI 0.128301
equalized_symbolsI 0.740902
equalized_symbolsI -0.920481
equalized_symbolsI 0.855259
equalized_symbolsI -0.10742
equalized_symbolsI -0.367051
equalized_symbolsI 1.76944
equalized_symbolsI -1.41456
equalized_symbolsI 1.12285
equalized_symbolsI 1.85834
equalized_symbolsI -0.223037
equalized_symbolsI -0.0559362
equalized_symbolsI 0.868903
equalized_symbolsI -1.11221
equalized_symbolsI 1.57306
equalized_symbolsI -0.669157
equalized_symbolsI 1.231
equalized_symbolsI -0.228451
equalized_symbolsI -1.52531
equalized_symbolsI 0.793814
equalized_symbolsI 1.25321
equalized_symbolsI -1.55128
equalized_symbolsI 0.485084
equalized_symbolsI 1.28918
equalized_symbolsI -0.201775
equalized_symbolsI 0.0626034
equalized_symbolsI -0.363619
equalized_symbolsI 1.65222
equalized_symbolsI 1.31343
equalized_symbolsI 0.0755504
max_valI 1.37761
normI_simplest -0.00887022
normI_simplest -0.00559946
normI_simplest -0.542207
normI_simplest -0.305828
normI_simplest 0.502693
normI_simplest 0.220532
normI_simplest -0.236965
normI_simplest 0.727077
normI_simplest 0.0434609
normI_simplest -0.278809
normI_simplest -0.175492
normI_simplest 0.279275
normI_simplest -0.266601
normI_simplest -0.16038
normI_simplest 0.691867
normI_simplest -0.319663
normI_simplest 0.392422
normI_simplest -0.163704
normI_simplest -0.100137
normI_simplest 0.00973367
normI_simplest 0.0414492
normI_simplest 0.130184
normI_simplest 0.0247965
normI_simplest 0.288438
normI_simplest 0.216574
normI_simplest -0.180791
normI_simplest -0.562929
normI_simplest 0.363205
normI_simplest 0.255813
normI_simplest -0.0673411
normI_simplest 0.568882
normI_simplest -0.145221
normI_simplest 0.00606552
normI_simplest 0.30413
normI_simplest 0.041868
normI_simplest -0.112337
normI_simplest -0.0751937
normI_simplest 0.393668
normI_simplest 0.401789
normI_simplest 0.0483382
normI_simplest -0.543755
normI_simplest -0.0215614
normI_simplest 0.5455
normI_simplest -0.495227
normI_simplest -0.0262658
normI_simplest 0.100185
normI_simplest -0.290702
normI_simplest -0.194997
normI_simplest 0.266433
normI_simplest -0.0679419
normI_simplest -0.790355
normI_simplest 1
normI_simplest 0.368775
normI_simplest 0.196001
normI_simplest -0.0112228
normI_simplest 0.337713
normI_simplest -0.479694
normI_simplest -0.161175
normI_simplest 0.0453923
normI_simplest 0.210577
normI_simplest 0.181967
normI_simplest -0.278271
normI_simplest 0.239344
normI_simplest 0.470458
normI_simplest 0.0941243
normI_simplest -0.643627
normI_simplest -0.184063
normI_simplest 0.290994
normI_simplest 0.832638
normI_simplest -0.192476
normI_simplest -0.539878
normI_simplest 0.104626
normI_simplest 0.126309
normI_simplest -0.594367
normI_simplest 0.22079
normI_simplest -0.144459
normI_simplest -0.478968
normI_simplest 0.36092
normI_simplest 0.384081
normI_simplest -0.0990593
normI_simplest 0.379653
normI_simplest 0.0871776
normI_simplest -0.979312
normI_simplest 0.0430033
normI_simplest -0.0967243
normI_simplest 0.0634205
normI_simplest 0.196766
normI_simplest -0.28264
normI_simplest -0.37234
normI_simplest -0.132616
normI_simplest 0.416783
normI_simplest -0.270053
normI_simplest -0.0970696
normI_simplest -0.322131
normI_simplest 0.462369
normI_simplest 0.0754076
normI_simplest -0.342041
normI_simplest -0.0462492
normI_simplest 0.0456213
normI_simplest 0.141554
normI_simplest -0.406622
normI_simplest 0.208633
normI_simplest -0.618151
normI_simplest 0.241546
normI_simplest 0.104637
normI_simplest -0.891635
normI_simplest 0.241809
normI_simplest 0.622538
normI_simplest -0.370302
normI_simplest 0.563156
normI_simplest -0.197903
normI_simplest 0.11754
normI_simplest 0.0737901
normI_simplest -0.165974
normI_simplest 0.410938
normI_simplest -0.523574
normI_simplest -0.104592
normI_simplest 0.181508
normI_simplest 0.455531
normI_simplest -0.968417
normI_simplest 0.471901
normI_simplest 0.319288
normI_simplest -0.425635
normI_simplest 0.0734081
normI_simplest -0.592273
normI_simplest 0.444325
normI_simplest 0.0203089
normI_simplest 0.0250649
shiftedI_simplest -1
shiftedI_simplest 0
shiftedI_simplest -69
shiftedI_simplest -38
shiftedI_simplest 64
shiftedI_simplest 28
shiftedI_simplest -30
shiftedI_simplest 92
shiftedI_simplest 5
shiftedI_simplest -35
shiftedI_simplest -22
shiftedI_simplest 35
shiftedI_simplest -33
shiftedI_simplest -20
shiftedI_simplest 88
shiftedI_simplest -40
shiftedI_simplest 50
shiftedI_simplest -20
shiftedI_simplest -12
shiftedI_simplest 1
shiftedI_simplest 5
shiftedI_simplest 16
shiftedI_simplest 3
shiftedI_simplest 36
shiftedI_simplest 27
shiftedI_simplest -23
shiftedI_simplest -71
shiftedI_simplest 46
shiftedI_simplest 32
shiftedI_simplest -8
shiftedI_simplest 72
shiftedI_simplest -18
shiftedI_simplest 0
shiftedI_simplest 38
shiftedI_simplest 5
shiftedI_simplest -14
shiftedI_simplest -9
shiftedI_simplest 50
shiftedI_simplest 51
shiftedI_simplest 6
shiftedI_simplest -69
shiftedI_simplest -2
shiftedI_simplest 69
shiftedI_simplest -63
shiftedI_simplest -3
shiftedI_simplest 12
shiftedI_simplest -37
shiftedI_simplest -24
shiftedI_simplest 33
shiftedI_simplest -8
shiftedI_simplest -100
shiftedI_simplest 127
shiftedI_simplest 47
shiftedI_simplest 24
shiftedI_simplest -1
shiftedI_simplest 43
shiftedI_simplest -61
shiftedI_simplest -20
shiftedI_simplest 5
shiftedI_simplest 26
shiftedI_simplest 23
shiftedI_simplest -35
shiftedI_simplest 30
shiftedI_simplest 59
shiftedI_simplest 12
shiftedI_simplest -82
shiftedI_simplest -23
shiftedI_simplest 37
shiftedI_simplest 106
shiftedI_simplest -24
shiftedI_simplest -68
shiftedI_simplest 13
shiftedI_simplest 16
shiftedI_simplest -75
shiftedI_simplest 28
shiftedI_simplest -18
shiftedI_simplest -61
shiftedI_simplest 46
shiftedI_simplest 48
shiftedI_simplest -12
shiftedI_simplest 48
shiftedI_simplest 11
shiftedI_simplest -124
shiftedI_simplest 5
shiftedI_simplest -12
shiftedI_simplest 8
shiftedI_simplest 25
shiftedI_simplest -36
shiftedI_simplest -47
shiftedI_simplest -16
shiftedI_simplest 53
shiftedI_simplest -34
shiftedI_simplest -12
shiftedI_simplest -41
shiftedI_simplest 58
shiftedI_simplest 9
shiftedI_simplest -43
shiftedI_simplest -5
shiftedI_simplest 5
shiftedI_simplest 18
shiftedI_simplest -51
shiftedI_simplest 26
shiftedI_simplest -78
shiftedI_simplest 30
shiftedI_simplest 13
shiftedI_simplest -113
shiftedI_simplest 30
shiftedI_simplest 79
shiftedI_simplest -47
shiftedI_simplest 71
shiftedI_simplest -25
shiftedI_simplest 14
shiftedI_simplest 9
shiftedI_simplest -21
shiftedI_simplest 52
shiftedI_simplest -66
shiftedI_simplest -13
shiftedI_simplest 23
shiftedI_simplest 58
shiftedI_simplest -123
shiftedI_simplest 60
shiftedI_simplest 40
shiftedI_simplest -54
shiftedI_simplest 9
shiftedI_simplest -75
shiftedI_simplest 56
shiftedI_simplest 2
shiftedI_simplest 3
max_valI 3.47316
normI_equalizer -0.0155838
normI_equalizer 0.143891
normI_equalizer -0.0773999
normI_equalizer -0.122544
normI_equalizer 0.630233
normI_equalizer 0.115684
normI_equalizer -0.383962
normI_equalizer 0.0247812
normI_equalizer 0.0217789
normI_equalizer -0.741349
normI_equalizer -0.279622
normI_equalizer -0.000309884
normI_equalizer 0.401845
normI_equalizer -0.442574
normI_equalizer 0.32918
normI_equalizer -0.159795
normI_equalizer -0.155187
normI_equalizer -0.164101
normI_equalizer -0.139867
normI_equalizer 0.196213
normI_equalizer 0.164363
normI_equalizer 0.120801
normI_equalizer 0.0729934
normI_equalizer 0.0989495
normI_equalizer -0.139689
normI_equalizer 0.0452762
normI_equalizer -0.391496
normI_equalizer 0.248569
normI_equalizer 0.441488
normI_equalizer -0.114156
normI_equalizer 0.120061
normI_equalizer -0.23872
normI_equalizer -0.308454
normI_equalizer -0.044776
normI_equalizer -0.206131
normI_equalizer 0.0128672
normI_equalizer -0.338902
normI_equalizer 0.0574445
normI_equalizer -0.129737
normI_equalizer -0.131085
normI_equalizer -0.65149
normI_equalizer 0.0452108
normI_equalizer 0.210686
normI_equalizer -0.100095
normI_equalizer -0.180436
normI_equalizer 0.116023
normI_equalizer -0.115562
normI_equalizer -0.211734
normI_equalizer 0.292761
normI_equalizer 0.276275
normI_equalizer -0.259494
normI_equalizer 0.406689
normI_equalizer 0.320519
normI_equalizer -0.297609
normI_equalizer -0.329687
normI_equalizer -0.381723
normI_equalizer -0.189685
normI_equalizer -0.561126
normI_equalizer 0.0594947
normI_equalizer -0.245109
normI_equalizer 0.23484
normI_equalizer -1
normI_equalizer 0.0375916
normI_equalizer -0.102006
normI_equalizer -0.0909208
normI_equalizer -0.48179
normI_equalizer 0.129532
normI_equalizer 0.190085
normI_equalizer 0.35932
normI_equalizer -0.100988
normI_equalizer -0.378137
normI_equalizer 0.0236868
normI_equalizer 0.263223
normI_equalizer -0.320667
normI_equalizer 0.414244
normI_equalizer 0.357603
normI_equalizer -0.193207
normI_equalizer -0.0163944
normI_equalizer 0.171795
normI_equalizer 0.0298126
normI_equalizer -0.0630709
normI_equalizer -0.0271403
normI_equalizer -0.849241
normI_equalizer 0.0104858
normI_equalizer 0.0363073
normI_equalizer 0.273751
normI_equalizer 0.233063
normI_equalizer -0.139451
normI_equalizer -0.420304
normI_equalizer -0.0661417
normI_equalizer 0.116639
normI_equalizer 0.286756
normI_equalizer 0.069689
normI_equalizer -0.0662712
normI_equalizer -0.0314446
normI_equalizer 0.354399
normI_equalizer -0.295865
normI_equalizer 0.148193
normI_equalizer 0.0369406
normI_equalizer 0.213322
normI_equalizer -0.265027
normI_equalizer 0.246248
normI_equalizer -0.0309286
normI_equalizer -0.105682
normI_equalizer 0.509461
normI_equalizer -0.407284
normI_equalizer 0.323292
normI_equalizer 0.535056
normI_equalizer -0.0642172
normI_equalizer -0.0161053
normI_equalizer 0.250176
normI_equalizer -0.320231
normI_equalizer 0.452918
normI_equalizer -0.192665
normI_equalizer 0.354433
normI_equalizer -0.0657762
normI_equalizer -0.439171
normI_equalizer 0.228557
normI_equalizer 0.360827
normI_equalizer -0.446648
normI_equalizer 0.139666
normI_equalizer 0.371184
normI_equalizer -0.0580955
normI_equalizer 0.0180249
normI_equalizer -0.104694
normI_equalizer 0.475711
normI_equalizer 0.378164
normI_equalizer 0.0217526
shiftedI_equalizer 125
shiftedI_equalizer 145
shiftedI_equalizer 117
shiftedI_equalizer 111
shiftedI_equalizer 207
shiftedI_equalizer 142
shiftedI_equalizer 78
shiftedI_equalizer 130
shiftedI_equalizer 130
shiftedI_equalizer 32
shiftedI_equalizer 91
shiftedI_equalizer 127
shiftedI_equalizer 178
shiftedI_equalizer 71
shiftedI_equalizer 169
shiftedI_equalizer 107
shiftedI_equalizer 107
shiftedI_equalizer 106
shiftedI_equalizer 109
shiftedI_equalizer 152
shiftedI_equalizer 148
shiftedI_equalizer 142
shiftedI_equalizer 136
shiftedI_equalizer 140
shiftedI_equalizer 109
shiftedI_equalizer 133
shiftedI_equalizer 77
shiftedI_equalizer 159
shiftedI_equalizer 183
shiftedI_equalizer 112
shiftedI_equalizer 142
shiftedI_equalizer 97
shiftedI_equalizer 88
shiftedI_equalizer 121
shiftedI_equalizer 101
shiftedI_equalizer 129
shiftedI_equalizer 84
shiftedI_equalizer 134
shiftedI_equalizer 110
shiftedI_equalizer 110
shiftedI_equalizer 44
shiftedI_equalizer 133
shiftedI_equalizer 154
shiftedI_equalizer 114
shiftedI_equalizer 104
shiftedI_equalizer 142
shiftedI_equalizer 112
shiftedI_equalizer 100
shiftedI_equalizer 164
shiftedI_equalizer 162
shiftedI_equalizer 94
shiftedI_equalizer 179
shiftedI_equalizer 168
shiftedI_equalizer 89
shiftedI_equalizer 85
shiftedI_equalizer 78
shiftedI_equalizer 103
shiftedI_equalizer 55
shiftedI_equalizer 135
shiftedI_equalizer 96
shiftedI_equalizer 157
shiftedI_equalizer 0
shiftedI_equalizer 132
shiftedI_equalizer 114
shiftedI_equalizer 115
shiftedI_equalizer 66
shiftedI_equalizer 144
shiftedI_equalizer 151
shiftedI_equalizer 173
shiftedI_equalizer 114
shiftedI_equalizer 79
shiftedI_equalizer 130
shiftedI_equalizer 161
shiftedI_equalizer 86
shiftedI_equalizer 180
shiftedI_equalizer 173
shiftedI_equalizer 102
shiftedI_equalizer 125
shiftedI_equalizer 149
shiftedI_equalizer 131
shiftedI_equalizer 119
shiftedI_equalizer 124
shiftedI_equalizer 19
shiftedI_equalizer 128
shiftedI_equalizer 132
shiftedI_equalizer 162
shiftedI_equalizer 157
shiftedI_equalizer 109
shiftedI_equalizer 73
shiftedI_equalizer 119
shiftedI_equalizer 142
shiftedI_equalizer 164
shiftedI_equalizer 136
shiftedI_equalizer 119
shiftedI_equalizer 123
shiftedI_equalizer 172
shiftedI_equalizer 89
shiftedI_equalizer 146
shiftedI_equalizer 132
shiftedI_equalizer 154
shiftedI_equalizer 93
shiftedI_equalizer 158
shiftedI_equalizer 123
shiftedI_equalizer 114
shiftedI_equalizer 192
shiftedI_equalizer 75
shiftedI_equalizer 168
shiftedI_equalizer 195
shiftedI_equalizer 119
shiftedI_equalizer 125
shiftedI_equalizer 159
shiftedI_equalizer 86
shiftedI_equalizer 185
shiftedI_equalizer 102
shiftedI_equalizer 172
shiftedI_equalizer 119
shiftedI_equalizer 71
shiftedI_equalizer 156
shiftedI_equalizer 173
shiftedI_equalizer 70
shiftedI_equalizer 145
shiftedI_equalizer 174
shiftedI_equalizer 120
shiftedI_equalizer 129
shiftedI_equalizer 114
shiftedI_equalizer 188
shiftedI_equalizer 175
shiftedI_equalizer 130
max error 508
tx_input_bytes data: 104
101
108
108
111
32
119
111

8
output_symbols data: -127
-127
127
127
-127
127
-127
127
127
127
-127
127
127
-127
-127
127
127
127
127
-127
127
-127
-127
127
-127
-127
-127
-127
127
127
127
-127
127
-127
-127
-127
127
127
127
-127
127
-127
-127
127
-127
-127
127
-127
-127
-127
127
-127
127
127
127
-127
127
127
127
-127
-127
-127
127
-127
-127
-127
127
-127
127
127
127
-127
127
127
127
-127
127
127
127
127
-127
127
-127
127
127
-127
-127
-127
-127
127
-127
-127
-127
-127
-127
127
127
127
127
127
-127
127
127
-127
127
-127
127
127
127
127
-127
-127
-127
-127
-127
-127
127
127
127
127
-127
127
-127
127
127
127
127
127
-127
127
-127
127
-127
127
127
-127
127
-127
127
127

140
output_symbols data: -127
-127
127
127
-127
127
-127
127
127
127
-127
127
127
-127
-127
127
127
127
127
-127
127
-127
-127
127
-127
-127
-127
-127
127
127
127
-127
127
-127
-127
-127
127
127
127
-127
127
-127
-127
127
-127
-127
127
-127
-127
-127
127
-127
127
127
127
-127
127
127
127
-127
-127
-127
127
-127
-127
-127
127
-127
127
127
127
-127
127
127
127
-127
127
127
127
127
-127
127
-127
127
127
-127
-127
-127
-127
127
-127
-127
-127
-127
-127
127
127
127
127
127
-127
127
127
-127
127
-127
127
127
127
127
-127
-127
-127
-127
-127
-127
127
127
127
127
-127
127
-127
127
127
127
127
127
-127
127
-127
127
-127
127
127
-127
127
-127
127
127

140
total decoded bits 70
base m curr decoded bit 0
max_decoded_bits 70
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
